generation_project,timepoint,load_zone,ChargeMW,DischargeMW,StateOfCharge
Battery_Storage,20200105H0000,Manoa,0,0,0
Battery_Storage,20200105H0015,Manoa,0,0,0
Battery_Storage,20200105H0030,Manoa,0,0,0
Battery_Storage,20200105H0045,Manoa,0,0,0
Battery_Storage,20200105H0100,Manoa,0,0,0
Battery_Storage,20200105H0115,Manoa,0,0,0
Battery_Storage,20200105H0130,Manoa,0,0,0
Battery_Storage,20200105H0145,Manoa,0,0,0
Battery_Storage,20200105H0200,Manoa,0,0,0
Battery_Storage,20200105H0215,Manoa,0,0,0
Battery_Storage,20200105H0230,Manoa,0,0,0
Battery_Storage,20200105H0245,Manoa,0,0,0
Battery_Storage,20200105H0300,Manoa,0,0,0
Battery_Storage,20200105H0315,Manoa,0,0,0
Battery_Storage,20200105H0330,Manoa,0,0,0
Battery_Storage,20200105H0345,Manoa,0,0,0
Battery_Storage,20200105H0400,Manoa,0,0,0
Battery_Storage,20200105H0415,Manoa,0,0,0
Battery_Storage,20200105H0430,Manoa,0,0,0
Battery_Storage,20200105H0445,Manoa,0,0,0
Battery_Storage,20200105H0500,Manoa,0,0,0
Battery_Storage,20200105H0515,Manoa,0,0,0
Battery_Storage,20200105H0530,Manoa,0,0,0
Battery_Storage,20200105H0545,Manoa,0,0,0
Battery_Storage,20200105H0600,Manoa,0,0,0
Battery_Storage,20200105H0615,Manoa,0,0,0
Battery_Storage,20200105H0630,Manoa,0,0,0
Battery_Storage,20200105H0645,Manoa,0,0,0
Battery_Storage,20200105H0700,Manoa,0,0,0
Battery_Storage,20200105H0715,Manoa,0,0,0
Battery_Storage,20200105H0730,Manoa,0,0,0
Battery_Storage,20200105H0745,Manoa,0,0,0
Battery_Storage,20200105H0800,Manoa,0,0,0
Battery_Storage,20200105H0815,Manoa,0,0,0
Battery_Storage,20200105H0830,Manoa,0,0,0
Battery_Storage,20200105H0845,Manoa,0,0,0
Battery_Storage,20200105H0900,Manoa,0,0,0
Battery_Storage,20200105H0915,Manoa,0,0,0
Battery_Storage,20200105H0930,Manoa,0,0,0
Battery_Storage,20200105H0945,Manoa,0,0,0
Battery_Storage,20200105H1000,Manoa,0,0,0
Battery_Storage,20200105H1015,Manoa,0,0,0
Battery_Storage,20200105H1030,Manoa,0,0,0
Battery_Storage,20200105H1045,Manoa,0,0,0
Battery_Storage,20200105H1100,Manoa,0,0,0
Battery_Storage,20200105H1115,Manoa,0,0,0
Battery_Storage,20200105H1130,Manoa,0,0,0
Battery_Storage,20200105H1145,Manoa,0,0,0
Battery_Storage,20200105H1200,Manoa,0,0,0
Battery_Storage,20200105H1215,Manoa,0,0,0
Battery_Storage,20200105H1230,Manoa,0,0,0
Battery_Storage,20200105H1245,Manoa,0,0,0
Battery_Storage,20200105H1300,Manoa,0,0,0
Battery_Storage,20200105H1315,Manoa,0,0,0
Battery_Storage,20200105H1330,Manoa,0,0,0
Battery_Storage,20200105H1345,Manoa,0,0,0
Battery_Storage,20200105H1400,Manoa,0,0,0
Battery_Storage,20200105H1415,Manoa,0,0,0
Battery_Storage,20200105H1430,Manoa,0,0,0
Battery_Storage,20200105H1445,Manoa,0,0,0
Battery_Storage,20200105H1500,Manoa,0,0,0
Battery_Storage,20200105H1515,Manoa,0,0,0
Battery_Storage,20200105H1530,Manoa,0,0,0
Battery_Storage,20200105H1545,Manoa,0,0,0
Battery_Storage,20200105H1600,Manoa,0,0,0
Battery_Storage,20200105H1615,Manoa,0,0,0
Battery_Storage,20200105H1630,Manoa,0,0,0
Battery_Storage,20200105H1645,Manoa,0,0,0
Battery_Storage,20200105H1700,Manoa,0,0,0
Battery_Storage,20200105H1715,Manoa,0,0,0
Battery_Storage,20200105H1730,Manoa,0,0,0
Battery_Storage,20200105H1745,Manoa,0,0,0
Battery_Storage,20200105H1800,Manoa,0,0,0
Battery_Storage,20200105H1815,Manoa,0,0,0
Battery_Storage,20200105H1830,Manoa,0,0,0
Battery_Storage,20200105H1845,Manoa,0,0,0
Battery_Storage,20200105H1900,Manoa,0,0,0
Battery_Storage,20200105H1915,Manoa,0,0,0
Battery_Storage,20200105H1930,Manoa,0,0,0
Battery_Storage,20200105H1945,Manoa,0,0,0
Battery_Storage,20200105H2000,Manoa,0,0,0
Battery_Storage,20200105H2015,Manoa,0,0,0
Battery_Storage,20200105H2030,Manoa,0,0,0
Battery_Storage,20200105H2045,Manoa,0,0,0
Battery_Storage,20200105H2100,Manoa,0,0,0
Battery_Storage,20200105H2115,Manoa,0,0,0
Battery_Storage,20200105H2130,Manoa,0,0,0
Battery_Storage,20200105H2145,Manoa,0,0,0
Battery_Storage,20200105H2200,Manoa,0,0,0
Battery_Storage,20200105H2215,Manoa,0,0,0
Battery_Storage,20200105H2230,Manoa,0,0,0
Battery_Storage,20200105H2245,Manoa,0,0,0
Battery_Storage,20200105H2300,Manoa,0,0,0
Battery_Storage,20200105H2315,Manoa,0,0,0
Battery_Storage,20200105H2330,Manoa,0,0,0
Battery_Storage,20200105H2345,Manoa,0,0,0
Battery_Storage,20200109H0000,Manoa,0.350207,0,0.131328
Battery_Storage,20200109H0015,Manoa,0,0,0.131328
Battery_Storage,20200109H0030,Manoa,0,0,0.131328
Battery_Storage,20200109H0045,Manoa,0,0,0.131328
Battery_Storage,20200109H0100,Manoa,0,0,0.131328
Battery_Storage,20200109H0115,Manoa,0,0,0.131328
Battery_Storage,20200109H0130,Manoa,0,0,0.131328
Battery_Storage,20200109H0145,Manoa,0,0,0.131328
