cap_factor,year,month,hh,mm,day
0,2011,2,20,0,26
0,2011,2,21,0,26
0,2011,2,22,0,26
0,2011,2,23,0,26
0,2011,2,0,0,27
0,2011,2,1,0,27
0,2011,2,2,0,27
0,2011,2,3,0,27
0,2011,2,4,0,27
0,2011,2,5,0,27
0,2011,2,6,0,27
0.158792,2011,2,7,0,27
0.747565,2011,2,8,0,27
0.987023,2011,2,9,0,27
1,2011,2,10,0,27
0.756316,2011,2,11,0,27
0.74698,2011,2,12,0,27
0.603723,2011,2,13,0,27
0.69248,2011,2,14,0,27
1,2011,2,15,0,27
0.923122,2011,2,16,0,27
0.443251,2011,2,17,0,27
0,2011,2,18,0,27
0,2011,2,19,0,27
0,2011,2,20,0,27
0,2011,2,21,0,27
0,2011,2,22,0,27
0,2011,2,23,0,27
0,2011,2,0,0,28
0,2011,2,1,0,28
0,2011,2,2,0,28
0,2011,2,3,0,28
0,2011,2,4,0,28
0,2011,2,5,0,28
0,2011,2,6,0,28
0.164575,2011,2,7,0,28
0.763241,2011,2,8,0,28
0.991556,2011,2,9,0,28
1,2011,2,10,0,28
0.62003,2011,2,11,0,28
0.621175,2011,2,12,0,28
0.468403,2011,2,13,0,28
0.796887,2011,2,14,0,28
0.209388,2011,2,15,0,28
0.946227,2011,2,16,0,28
0.454637,2011,2,17,0,28
0,2011,2,18,0,28
0,2011,2,19,0,28
0,2011,2,20,0,28
0,2011,2,21,0,28
0,2011,2,22,0,28
0,2011,2,23,0,28
0,2011,3,0,0,1
0,2011,3,1,0,1
0,2011,3,2,0,1
0,2011,3,3,0,1
0,2011,3,4,0,1
0,2011,3,5,0,1
0,2011,3,6,0,1
0.0627469,2011,3,7,0,1
0.454227,2011,3,8,0,1
0.3285,2011,3,9,0,1
0.864588,2011,3,10,0,1
0.770708,2011,3,11,0,1
0.707318,2011,3,12,0,1
0.507705,2011,3,13,0,1
0.54018,2011,3,14,0,1
0.133531,2011,3,15,0,1
0.1229,2011,3,16,0,1
0.363098,2011,3,17,0,1
0,2011,3,18,0,1
0,2011,3,19,0,1
0,2011,3,20,0,1
0,2011,3,21,0,1
0,2011,3,22,0,1
0,2011,3,23,0,1
0,2011,3,0,0,2
0,2011,3,1,0,2
0,2011,3,2,0,2
0,2011,3,3,0,2
0,2011,3,4,0,2
0,2011,3,5,0,2
0,2011,3,6,0,2
0.0820991,2011,3,7,0,2
0.632383,2011,3,8,0,2
0.63839,2011,3,9,0,2
0.723789,2011,3,10,0,2
0.285513,2011,3,11,0,2
0.583753,2011,3,12,0,2
0.788868,2011,3,13,0,2
0.776487,2011,3,14,0,2
0.386414,2011,3,15,0,2
0.34643,2011,3,16,0,2
0.334925,2011,3,17,0,2
0,2011,3,18,0,2
0,2011,3,19,0,2
0,2011,3,20,0,2
0,2011,3,21,0,2
0,2011,3,22,0,2
0,2011,3,23,0,2
0,2011,3,0,0,3
0,2011,3,1,0,3
0,2011,3,2,0,3
0,2011,3,3,0,3
0,2011,3,4,0,3
0,2011,3,5,0,3
0,2011,3,6,0,3
0.0076446,2011,3,7,0,3
0.0855806,2011,3,8,0,3
0.11522,2011,3,9,0,3
0.32067,2011,3,10,0,3
0.644125,2011,3,11,0,3
0.62572,2011,3,12,0,3
0.550961,2011,3,13,0,3
0.545539,2011,3,14,0,3
0.480217,2011,3,15,0,3
0.296078,2011,3,16,0,3
0.23635,2011,3,17,0,3
0,2011,3,18,0,3
0,2011,3,19,0,3
0,2011,3,20,0,3
0,2011,3,21,0,3
0,2011,3,22,0,3
0,2011,3,23,0,3
0,2011,3,0,0,4
0,2011,3,1,0,4
0,2011,3,2,0,4
0,2011,3,3,0,4
0,2011,3,4,0,4
0,2011,3,5,0,4
0,2011,3,6,0,4
0.0026354,2011,3,7,0,4
0.0217935,2011,3,8,0,4
0.375812,2011,3,9,0,4
0.0804129,2011,3,10,0,4
0.353009,2011,3,11,0,4
0.672499,2011,3,12,0,4
0.688819,2011,3,13,0,4
0.267394,2011,3,14,0,4
0.150692,2011,3,15,0,4
0.0475976,2011,3,16,0,4
0.0338115,2011,3,17,0,4
0,2011,3,18,0,4
0,2011,3,19,0,4
0,2011,3,20,0,4
0,2011,3,21,0,4
0,2011,3,22,0,4
0,2011,3,23,0,4
0,2011,3,0,0,5
0,2011,3,1,0,5
0,2011,3,2,0,5
0,2011,3,3,0,5
0,2011,3,4,0,5
0,2011,3,5,0,5
0,2011,3,6,0,5
0,2011,3,7,0,5
0.0072918,2011,3,8,0,5
0.114873,2011,3,9,0,5
0.209935,2011,3,10,0,5
0.277061,2011,3,11,0,5
0.319123,2011,3,12,0,5
0.416471,2011,3,13,0,5
0.313019,2011,3,14,0,5
0.207263,2011,3,15,0,5
0.0317514,2011,3,16,0,5
0.0144855,2011,3,17,0,5
0,2011,3,18,0,5
0,2011,3,19,0,5
0,2011,3,20,0,5
0,2011,3,21,0,5
0,2011,3,22,0,5
0,2011,3,23,0,5
0,2011,3,0,0,6
0,2011,3,1,0,6
0,2011,3,2,0,6
0,2011,3,3,0,6
0,2011,3,4,0,6
0,2011,3,5,0,6
0,2011,3,6,0,6
0.215334,2011,3,7,0,6
0.829479,2011,3,8,0,6
0.519551,2011,3,9,0,6
0.832202,2011,3,10,0,6
0.74856,2011,3,11,0,6
1,2011,3,12,0,6
1,2011,3,13,0,6
1,2011,3,14,0,6
1,2011,3,15,0,6
0.954977,2011,3,16,0,6
0.480146,2011,3,17,0,6
0.008504,2011,3,18,0,6
0,2011,3,19,0,6
0,2011,3,20,0,6
0,2011,3,21,0,6
0,2011,3,22,0,6
0,2011,3,23,0,6
0,2011,3,0,0,7
0,2011,3,1,0,7
0,2011,3,2,0,7
0,2011,3,3,0,7
0,2011,3,4,0,7
0,2011,3,5,0,7
0,2011,3,6,0,7
0.218196,2011,3,7,0,7
0.414401,2011,3,8,0,7
0.363259,2011,3,9,0,7
1,2011,3,10,0,7
1,2011,3,11,0,7
0.861225,2011,3,12,0,7
1,2011,3,13,0,7
1,2011,3,14,0,7
0.259433,2011,3,15,0,7
0.961257,2011,3,16,0,7
0.0691197,2011,3,17,0,7
0.0015428,2011,3,18,0,7
0,2011,3,19,0,7
0,2011,3,20,0,7
0,2011,3,21,0,7
0,2011,3,22,0,7
0,2011,3,23,0,7
0,2011,3,0,0,8
0,2011,3,1,0,8
0,2011,3,2,0,8
0,2011,3,3,0,8
0,2011,3,4,0,8
0,2011,3,5,0,8
0,2011,3,6,0,8
0.221746,2011,3,7,0,8
0.842249,2011,3,8,0,8
1,2011,3,9,0,8
1,2011,3,10,0,8
1,2011,3,11,0,8
1,2011,3,12,0,8
0.678451,2011,3,13,0,8
1,2011,3,14,0,8
1,2011,3,15,0,8
0.966183,2011,3,16,0,8
0.483532,2011,3,17,0,8
0.0093373,2011,3,18,0,8
0,2011,3,19,0,8
0,2011,3,20,0,8
0,2011,3,21,0,8
0,2011,3,22,0,8
0,2011,3,23,0,8
0,2011,3,0,0,9
0,2011,3,1,0,9
0,2011,3,2,0,9
0,2011,3,3,0,9
0,2011,3,4,0,9
0,2011,3,5,0,9
0,2011,3,6,0,9
0.21456,2011,3,7,0,9
0.398394,2011,3,8,0,9
0.234997,2011,3,9,0,9
0.719505,2011,3,10,0,9
0.753878,2011,3,11,0,9
0.793818,2011,3,12,0,9
0.526283,2011,3,13,0,9
0.668004,2011,3,14,0,9
0.472517,2011,3,15,0,9
0.348806,2011,3,16,0,9
0.315922,2011,3,17,0,9
0.0040952,2011,3,18,0,9
0,2011,3,19,0,9
0,2011,3,20,0,9
0,2011,3,21,0,9
0,2011,3,22,0,9
0,2011,3,23,0,9
0,2011,3,0,0,10
0,2011,3,1,0,10
0,2011,3,2,0,10
0,2011,3,3,0,10
0,2011,3,4,0,10
0,2011,3,5,0,10
0,2011,3,6,0,10
0.245625,2011,3,7,0,10
0.866867,2011,3,8,0,10
0.688425,2011,3,9,0,10
0.842202,2011,3,10,0,10
0.699493,2011,3,11,0,10
0.745871,2011,3,12,0,10
0.793776,2011,3,13,0,10
0.340707,2011,3,14,0,10
0.245446,2011,3,15,0,10
0.971591,2011,3,16,0,10
0.150648,2011,3,17,0,10
0.0105923,2011,3,18,0,10
0,2011,3,19,0,10
0,2011,3,20,0,10
0,2011,3,21,0,10
0,2011,3,22,0,10
0,2011,3,23,0,10
0,2011,3,0,0,11
0,2011,3,1,0,11
0,2011,3,2,0,11
0,2011,3,3,0,11
0,2011,3,4,0,11
0,2011,3,5,0,11
0,2011,3,6,0,11
0.246781,2011,3,7,0,11
0.867443,2011,3,8,0,11
1,2011,3,9,0,11
1,2011,3,10,0,11
1,2011,3,11,0,11
1,2011,3,12,0,11
0.744888,2011,3,13,0,11
1,2011,3,14,0,11
1,2011,3,15,0,11
0.956654,2011,3,16,0,11
0.496198,2011,3,17,0,11
0.0119647,2011,3,18,0,11
0,2011,3,19,0,11
0,2011,3,20,0,11
0,2011,3,21,0,11
0,2011,3,22,0,11
0,2011,3,23,0,11
0,2011,3,0,0,12
0,2011,3,1,0,12
0,2011,3,2,0,12
0,2011,3,3,0,12
0,2011,3,4,0,12
0,2011,3,5,0,12
0,2011,3,6,0,12
0.253399,2011,3,7,0,12
0.871262,2011,3,8,0,12
1,2011,3,9,0,12
1,2011,3,10,0,12
0.850047,2011,3,11,0,12
1,2011,3,12,0,12
1,2011,3,13,0,12
1,2011,3,14,0,12
1,2011,3,15,0,12
0.952166,2011,3,16,0,12
0.496365,2011,3,17,0,12
0.0121233,2011,3,18,0,12
0,2011,3,19,0,12
0,2011,3,20,0,12
0,2011,3,21,0,12
0,2011,3,22,0,12
0,2011,3,23,0,12
0,2011,3,0,0,13
0,2011,3,1,0,13
0,2011,3,2,0,13
0,2011,3,3,0,13
0,2011,3,4,0,13
0,2011,3,5,0,13
0,2011,3,6,0,13
0.26913,2011,3,7,0,13
0.877214,2011,3,8,0,13
1,2011,3,9,0,13
1,2011,3,10,0,13
1,2011,3,11,0,13
1,2011,3,12,0,13
1,2011,3,13,0,13
1,2011,3,14,0,13
1,2011,3,15,0,13
0.937049,2011,3,16,0,13
0.497864,2011,3,17,0,13
0.0135221,2011,3,18,0,13
0,2011,3,19,0,13
0,2011,3,20,0,13
0,2011,3,21,0,13
0,2011,3,22,0,13
0,2011,3,23,0,13
0,2011,3,0,0,14
0,2011,3,1,0,14
0,2011,3,2,0,14
0,2011,3,3,0,14
0,2011,3,4,0,14
0,2011,3,5,0,14
0,2011,3,6,0,14
0.275624,2011,3,7,0,14
0.891759,2011,3,8,0,14
1,2011,3,9,0,14
0.324241,2011,3,10,0,14
1,2011,3,11,0,14
1,2011,3,12,0,14
0.556732,2011,3,13,0,14
0.768883,2011,3,14,0,14
0.33909,2011,3,15,0,14
0.418618,2011,3,16,0,14
0.506941,2011,3,17,0,14
0.0137172,2011,3,18,0,14
0,2011,3,19,0,14
0,2011,3,20,0,14
0,2011,3,21,0,14
0,2011,3,22,0,14
0,2011,3,23,0,14
0,2011,3,0,0,15
0,2011,3,1,0,15
0,2011,3,2,0,15
0,2011,3,3,0,15
0,2011,3,4,0,15
0,2011,3,5,0,15
0,2011,3,6,0,15
0.28083,2011,3,7,0,15
0.90535,2011,3,8,0,15
1,2011,3,9,0,15
1,2011,3,10,0,15
0.813487,2011,3,11,0,15
1,2011,3,12,0,15
0.908359,2011,3,13,0,15
0.704596,2011,3,14,0,15
1,2011,3,15,0,15
0.988981,2011,3,16,0,15
0.517267,2011,3,17,0,15
0.0152556,2011,3,18,0,15
0,2011,3,19,0,15
0,2011,3,20,0,15
0,2011,3,21,0,15
0,2011,3,22,0,15
0,2011,3,23,0,15
0,2011,3,0,0,16
0,2011,3,1,0,16
0,2011,3,2,0,16
0,2011,3,3,0,16
0,2011,3,4,0,16
0,2011,3,5,0,16
0,2011,3,6,0,16
0.287528,2011,3,7,0,16
0.92884,2011,3,8,0,16
0.67189,2011,3,9,0,16
1,2011,3,10,0,16
0.652035,2011,3,11,0,16
0.747364,2011,3,12,0,16
1,2011,3,13,0,16
0.547288,2011,3,14,0,16
1,2011,3,15,0,16
0.992802,2011,3,16,0,16
0.51787,2011,3,17,0,16
0.016769,2011,3,18,0,16
0,2011,3,19,0,16
0,2011,3,20,0,16
0,2011,3,21,0,16
0,2011,3,22,0,16
0,2011,3,23,0,16
0,2011,3,0,0,17
0,2011,3,1,0,17
0,2011,3,2,0,17
0,2011,3,3,0,17
0,2011,3,4,0,17
0,2011,3,5,0,17
0,2011,3,6,0,17
0.1314,2011,3,7,0,17
0.886232,2011,3,8,0,17
0.827655,2011,3,9,0,17
0.855943,2011,3,10,0,17
0.925038,2011,3,11,0,17
0.960883,2011,3,12,0,17
0.97639,2011,3,13,0,17
1,2011,3,14,0,17
0.908047,2011,3,15,0,17
0.548869,2011,3,16,0,17
0.33458,2011,3,17,0,17
0.0104244,2011,3,18,0,17
0,2011,3,19,0,17
0,2011,3,20,0,17
0,2011,3,21,0,17
0,2011,3,22,0,17
0,2011,3,23,0,17
0,2011,3,0,0,18
0,2011,3,1,0,18
0,2011,3,2,0,18
0,2011,3,3,0,18
0,2011,3,4,0,18
0,2011,3,5,0,18
0,2011,3,6,0,18
0.0148504,2011,3,7,0,18
0.589711,2011,3,8,0,18
0.462995,2011,3,9,0,18
0.638677,2011,3,10,0,18
1,2011,3,11,0,18
0.524103,2011,3,12,0,18
1,2011,3,13,0,18
0.489746,2011,3,14,0,18
1,2011,3,15,0,18
0.231674,2011,3,16,0,18
0.10228,2011,3,17,0,18
0.0170499,2011,3,18,0,18
0,2011,3,19,0,18
0,2011,3,20,0,18
0,2011,3,21,0,18
0,2011,3,22,0,18
0,2011,3,23,0,18
0,2011,3,0,0,19
0,2011,3,1,0,19
0,2011,3,2,0,19
0,2011,3,3,0,19
0,2011,3,4,0,19
0,2011,3,5,0,19
0,2011,3,6,0,19
0.310785,2011,3,7,0,19
0.541099,2011,3,8,0,19
0.717953,2011,3,9,0,19
0.86933,2011,3,10,0,19
0.373707,2011,3,11,0,19
1,2011,3,12,0,19
1,2011,3,13,0,19
1,2011,3,14,0,19
1,2011,3,15,0,19
0.985821,2011,3,16,0,19
0.525527,2011,3,17,0,19
0.0184266,2011,3,18,0,19
0,2011,3,19,0,19
0,2011,3,20,0,19
0,2011,3,21,0,19
0,2011,3,22,0,19
0,2011,3,23,0,19
0,2011,3,0,0,20
0,2011,3,1,0,20
0,2011,3,2,0,20
0,2011,3,3,0,20
0,2011,3,4,0,20
0,2011,3,5,0,20
0,2011,3,6,0,20
0.0927991,2011,3,7,0,20
0.750345,2011,3,8,0,20
0.779905,2011,3,9,0,20
1,2011,3,10,0,20
0.961986,2011,3,11,0,20
0.900462,2011,3,12,0,20
0.931141,2011,3,13,0,20
1,2011,3,14,0,20
1,2011,3,15,0,20
1,2011,3,16,0,20
0.138322,2011,3,17,0,20
0.0211982,2011,3,18,0,20
0,2011,3,19,0,20
0,2011,3,20,0,20
0,2011,3,21,0,20
0,2011,3,22,0,20
0,2011,3,23,0,20
0,2011,3,0,0,21
0,2011,3,1,0,21
0,2011,3,2,0,21
0,2011,3,3,0,21
0,2011,3,4,0,21
0,2011,3,5,0,21
0,2011,3,6,0,21
0.0686752,2011,3,7,0,21
0.489949,2011,3,8,0,21
0.484371,2011,3,9,0,21
0.78823,2011,3,10,0,21
0.818586,2011,3,11,0,21
0.810974,2011,3,12,0,21
0.949761,2011,3,13,0,21
0.838594,2011,3,14,0,21
0.722163,2011,3,15,0,21
0.806609,2011,3,16,0,21
0.457113,2011,3,17,0,21
0.0053029,2011,3,18,0,21
0,2011,3,19,0,21
0,2011,3,20,0,21
0,2011,3,21,0,21
0,2011,3,22,0,21
0,2011,3,23,0,21
0,2011,3,0,0,22
0,2011,3,1,0,22
0,2011,3,2,0,22
0,2011,3,3,0,22
0,2011,3,4,0,22
0,2011,3,5,0,22
0,2011,3,6,0,22
0.0393372,2011,3,7,0,22
0.592585,2011,3,8,0,22
0.54379,2011,3,9,0,22
1,2011,3,10,0,22
0.782532,2011,3,11,0,22
0.779227,2011,3,12,0,22
0.873053,2011,3,13,0,22
1,2011,3,14,0,22
1,2011,3,15,0,22
1,2011,3,16,0,22
0.185213,2011,3,17,0,22
0.0181489,2011,3,18,0,22
0,2011,3,19,0,22
0,2011,3,20,0,22
0,2011,3,21,0,22
0,2011,3,22,0,22
0,2011,3,23,0,22
0,2011,3,0,0,23
0,2011,3,1,0,23
0,2011,3,2,0,23
0,2011,3,3,0,23
0,2011,3,4,0,23
0,2011,3,5,0,23
0,2011,3,6,0,23
0.0232632,2011,3,7,0,23
0.0724766,2011,3,8,0,23
1,2011,3,9,0,23
0.719753,2011,3,10,0,23
1,2011,3,11,0,23
0.897015,2011,3,12,0,23
0.9697,2011,3,13,0,23
1,2011,3,14,0,23
0.643487,2011,3,15,0,23
0.611072,2011,3,16,0,23
0.11869,2011,3,17,0,23
0.0233708,2011,3,18,0,23
0,2011,3,19,0,23
0,2011,3,20,0,23
0,2011,3,21,0,23
0,2011,3,22,0,23
0,2011,3,23,0,23
0,2011,3,0,0,24
0,2011,3,1,0,24
0,2011,3,2,0,24
0,2011,3,3,0,24
0,2011,3,4,0,24
0,2011,3,5,0,24
0,2011,3,6,0,24
0.372334,2011,3,7,0,24
0.971725,2011,3,8,0,24
1,2011,3,9,0,24
1,2011,3,10,0,24
1,2011,3,11,0,24
1,2011,3,12,0,24
1,2011,3,13,0,24
1,2011,3,14,0,24
1,2011,3,15,0,24
1,2011,3,16,0,24
0.553348,2011,3,17,0,24
0.0252669,2011,3,18,0,24
0,2011,3,19,0,24
0,2011,3,20,0,24
0,2011,3,21,0,24
0,2011,3,22,0,24
0,2011,3,23,0,24
0,2011,3,0,0,25
0,2011,3,1,0,25
0,2011,3,2,0,25
0,2011,3,3,0,25
0,2011,3,4,0,25
0,2011,3,5,0,25
0,2011,3,6,0,25
0.37703,2011,3,7,0,25
0.965711,2011,3,8,0,25
1,2011,3,9,0,25
1,2011,3,10,0,25
1,2011,3,11,0,25
0.689955,2011,3,12,0,25
1,2011,3,13,0,25
1,2011,3,14,0,25
1,2011,3,15,0,25
1,2011,3,16,0,25
0.545662,2011,3,17,0,25
0.0091215,2011,3,18,0,25
0,2011,3,19,0,25
0,2011,3,20,0,25
0,2011,3,21,0,25
0,2011,3,22,0,25
0,2011,3,23,0,25
0,2011,3,0,0,26
0,2011,3,1,0,26
0,2011,3,2,0,26
0,2011,3,3,0,26
0,2011,3,4,0,26
0,2011,3,5,0,26
0,2011,3,6,0,26
0.389107,2011,3,7,0,26
0.959669,2011,3,8,0,26
1,2011,3,9,0,26
0.184644,2011,3,10,0,26
0.741175,2011,3,11,0,26
1,2011,3,12,0,26
0.691455,2011,3,13,0,26
1,2011,3,14,0,26
0.790954,2011,3,15,0,26
1,2011,3,16,0,26
0.10864,2011,3,17,0,26
0.0259,2011,3,18,0,26
0,2011,3,19,0,26
0,2011,3,20,0,26
0,2011,3,21,0,26
0,2011,3,22,0,26
0,2011,3,23,0,26
0,2011,3,0,0,27
0,2011,3,1,0,27
0,2011,3,2,0,27
0,2011,3,3,0,27
0,2011,3,4,0,27
0,2011,3,5,0,27
0,2011,3,6,0,27
0.0938947,2011,3,7,0,27
0.501698,2011,3,8,0,27
0.600421,2011,3,9,0,27
0.780067,2011,3,10,0,27
0.733662,2011,3,11,0,27
0.81933,2011,3,12,0,27
0.868575,2011,3,13,0,27
0.94876,2011,3,14,0,27
1,2011,3,15,0,27
0.659465,2011,3,16,0,27
0.316605,2011,3,17,0,27
0.0234001,2011,3,18,0,27
0,2011,3,19,0,27
0,2011,3,20,0,27
0,2011,3,21,0,27
0,2011,3,22,0,27
0,2011,3,23,0,27
0,2011,3,0,0,28
0,2011,3,1,0,28
0,2011,3,2,0,28
0,2011,3,3,0,28
0,2011,3,4,0,28
0,2011,3,5,0,28
0,2011,3,6,0,28
0.402036,2011,3,7,0,28
0.972685,2011,3,8,0,28
1,2011,3,9,0,28
1,2011,3,10,0,28
1,2011,3,11,0,28
1,2011,3,12,0,28
1,2011,3,13,0,28
0.806445,2011,3,14,0,28
1,2011,3,15,0,28
1,2011,3,16,0,28
0.56179,2011,3,17,0,28
0.0279547,2011,3,18,0,28
0,2011,3,19,0,28
0,2011,3,20,0,28
0,2011,3,21,0,28
0,2011,3,22,0,28
0,2011,3,23,0,28
0,2011,3,0,0,29
0,2011,3,1,0,29
0,2011,3,2,0,29
0,2011,3,3,0,29
0,2011,3,4,0,29
0,2011,3,5,0,29
0,2011,3,6,0,29
0.409233,2011,3,7,0,29
0.970701,2011,3,8,0,29
1,2011,3,9,0,29
1,2011,3,10,0,29
1,2011,3,11,0,29
1,2011,3,12,0,29
1,2011,3,13,0,29
1,2011,3,14,0,29
1,2011,3,15,0,29
0.406342,2011,3,16,0,29
0.562533,2011,3,17,0,29
0.0283615,2011,3,18,0,29
0,2011,3,19,0,29
0,2011,3,20,0,29
0,2011,3,21,0,29
0,2011,3,22,0,29
0,2011,3,23,0,29
0,2011,3,0,0,30
0,2011,3,1,0,30
0,2011,3,2,0,30
0,2011,3,3,0,30
0,2011,3,4,0,30
0,2011,3,5,0,30
0,2011,3,6,0,30
0.427581,2011,3,7,0,30
0.971959,2011,3,8,0,30
0.571422,2011,3,9,0,30
1,2011,3,10,0,30
1,2011,3,11,0,30
0.541261,2011,3,12,0,30
1,2011,3,13,0,30
1,2011,3,14,0,30
0.766094,2011,3,15,0,30
0.470524,2011,3,16,0,30
0.560712,2011,3,17,0,30
0.0301063,2011,3,18,0,30
0,2011,3,19,0,30
0,2011,3,20,0,30
0,2011,3,21,0,30
0,2011,3,22,0,30
0,2011,3,23,0,30
0,2011,3,0,0,31
0,2011,3,1,0,31
0,2011,3,2,0,31
0,2011,3,3,0,31
0,2011,3,4,0,31
0,2011,3,5,0,31
0,2011,3,6,0,31
0.434097,2011,3,7,0,31
0.975035,2011,3,8,0,31
1,2011,3,9,0,31
1,2011,3,10,0,31
1,2011,3,11,0,31
1,2011,3,12,0,31
1,2011,3,13,0,31
1,2011,3,14,0,31
1,2011,3,15,0,31
1,2011,3,16,0,31
0.570014,2011,3,17,0,31
0.0344691,2011,3,18,0,31
0,2011,3,19,0,31
0,2011,3,20,0,31
0,2011,3,21,0,31
0,2011,3,22,0,31
0,2011,3,23,0,31
0,2011,4,0,0,1
0,2011,4,1,0,1
0,2011,4,2,0,1
0,2011,4,3,0,1
0,2011,4,4,0,1
0,2011,4,5,0,1
0,2011,4,6,0,1
0.430484,2011,4,7,0,1
0.627289,2011,4,8,0,1
0.430659,2011,4,9,0,1
1,2011,4,10,0,1
0.740107,2011,4,11,0,1
0.768507,2011,4,12,0,1
0.862606,2011,4,13,0,1
0.613888,2011,4,14,0,1
0.216563,2011,4,15,0,1
0.640876,2011,4,16,0,1
0.0495482,2011,4,17,0,1
0.0014912,2011,4,18,0,1
0,2011,4,19,0,1
0,2011,4,20,0,1
0,2011,4,21,0,1
0,2011,4,22,0,1
0,2011,4,23,0,1
0,2011,4,0,0,2
0,2011,4,1,0,2
0,2011,4,2,0,2
0,2011,4,3,0,2
0,2011,4,4,0,2
0,2011,4,5,0,2
0,2011,4,6,0,2
0.447713,2011,4,7,0,2
0.964006,2011,4,8,0,2
1,2011,4,9,0,2
1,2011,4,10,0,2
1,2011,4,11,0,2
1,2011,4,12,0,2
1,2011,4,13,0,2
0.778395,2011,4,14,0,2
1,2011,4,15,0,2
0.982656,2011,4,16,0,2
0.556925,2011,4,17,0,2
0.0363518,2011,4,18,0,2
0,2011,4,19,0,2
0,2011,4,20,0,2
0,2011,4,21,0,2
0,2011,4,22,0,2
0,2011,4,23,0,2
0,2011,4,0,0,3
0,2011,4,1,0,3
0,2011,4,2,0,3
0,2011,4,3,0,3
0,2011,4,4,0,3
0,2011,4,5,0,3
0,2011,4,6,0,3
0.459056,2011,4,7,0,3
0.9634,2011,4,8,0,3
1,2011,4,9,0,3
1,2011,4,10,0,3
1,2011,4,11,0,3
1,2011,4,12,0,3
1,2011,4,13,0,3
0.56957,2011,4,14,0,3
0.112326,2011,4,15,0,3
0.0896639,2011,4,16,0,3
0.102549,2011,4,17,0,3
0.0369809,2011,4,18,0,3
0,2011,4,19,0,3
0,2011,4,20,0,3
0,2011,4,21,0,3
0,2011,4,22,0,3
0,2011,4,23,0,3
0,2011,4,0,0,4
0,2011,4,1,0,4
0,2011,4,2,0,4
0,2011,4,3,0,4
0,2011,4,4,0,4
0,2011,4,5,0,4
0,2011,4,6,0,4
0.456634,2011,4,7,0,4
0.971452,2011,4,8,0,4
0.784811,2011,4,9,0,4
0.929529,2011,4,10,0,4
0.970924,2011,4,11,0,4
0.621149,2011,4,12,0,4
0.917366,2011,4,13,0,4
0.386771,2011,4,14,0,4
0.323418,2011,4,15,0,4
0.278171,2011,4,16,0,4
0.468157,2011,4,17,0,4
0.0115641,2011,4,18,0,4
0,2011,4,19,0,4
0,2011,4,20,0,4
0,2011,4,21,0,4
0,2011,4,22,0,4
0,2011,4,23,0,4
0,2011,4,0,0,5
0,2011,4,1,0,5
0,2011,4,2,0,5
0,2011,4,3,0,5
0,2011,4,4,0,5
0,2011,4,5,0,5
0.0041292,2011,4,6,0,5
0.350341,2011,4,7,0,5
0.800083,2011,4,8,0,5
0.745008,2011,4,9,0,5
0.800108,2011,4,10,0,5
0.877522,2011,4,11,0,5
0.849076,2011,4,12,0,5
0.899951,2011,4,13,0,5
0.871557,2011,4,14,0,5
0.640684,2011,4,15,0,5
0.605701,2011,4,16,0,5
0.0302702,2011,4,17,0,5
0.0166583,2011,4,18,0,5
0,2011,4,19,0,5
0,2011,4,20,0,5
0,2011,4,21,0,5
0,2011,4,22,0,5
0,2011,4,23,0,5
0,2011,4,0,0,6
0,2011,4,1,0,6
0,2011,4,2,0,6
0,2011,4,3,0,6
0,2011,4,4,0,6
0,2011,4,5,0,6
0.0002729,2011,4,6,0,6
0.102399,2011,4,7,0,6
0.173018,2011,4,8,0,6
0.639561,2011,4,9,0,6
0.719071,2011,4,10,0,6
0.577361,2011,4,11,0,6
0.535569,2011,4,12,0,6
0.728438,2011,4,13,0,6
0.415907,2011,4,14,0,6
0.39051,2011,4,15,0,6
0.468095,2011,4,16,0,6
0.464844,2011,4,17,0,6
0.0192382,2011,4,18,0,6
0,2011,4,19,0,6
0,2011,4,20,0,6
0,2011,4,21,0,6
0,2011,4,22,0,6
0,2011,4,23,0,6
0,2011,4,0,0,7
0,2011,4,1,0,7
0,2011,4,2,0,7
0,2011,4,3,0,7
0,2011,4,4,0,7
0,2011,4,5,0,7
0,2011,4,6,0,7
0.0558838,2011,4,7,0,7
0.966493,2011,4,8,0,7
0.55928,2011,4,9,0,7
0.729629,2011,4,10,0,7
0.633227,2011,4,11,0,7
0.965716,2011,4,12,0,7
1,2011,4,13,0,7
0.782715,2011,4,14,0,7
0.731651,2011,4,15,0,7
0.368313,2011,4,16,0,7
0.0256841,2011,4,17,0,7
0.0207025,2011,4,18,0,7
0,2011,4,19,0,7
0,2011,4,20,0,7
0,2011,4,21,0,7
0,2011,4,22,0,7
0,2011,4,23,0,7
0,2011,4,0,0,8
0,2011,4,1,0,8
0,2011,4,2,0,8
0,2011,4,3,0,8
0,2011,4,4,0,8
0,2011,4,5,0,8
0,2011,4,6,0,8
0.0132805,2011,4,7,0,8
0.0668006,2011,4,8,0,8
0.465139,2011,4,9,0,8
0.443295,2011,4,10,0,8
0.718773,2011,4,11,0,8
0.938678,2011,4,12,0,8
0.9508,2011,4,13,0,8
0.735006,2011,4,14,0,8
0.391618,2011,4,15,0,8
0.953248,2011,4,16,0,8
0.205705,2011,4,17,0,8
0.0294694,2011,4,18,0,8
0,2011,4,19,0,8
0,2011,4,20,0,8
0,2011,4,21,0,8
0,2011,4,22,0,8
