timepoint_id,nonenergy_price
1,57.1
2,57.1
3,57.1
4,57.1
5,57.1
6,57.1
7,57.1
8,57.1
9,57.1
10,57.1
11,57.1
12,57.1
13,57.1
14,57.1
15,57.1
16,57.1
17,57.1
18,57.1
19,57.1
20,57.1
21,57.1
22,57.1
23,57.1
24,57.1
25,57.1
26,57.1
27,57.1
28,57.1
29,57.1
30,57.1
31,57.1
32,57.1
33,57.1
34,57.1
35,57.1
36,57.1
37,57.1
38,57.1
39,57.1
40,57.1
41,57.1
42,57.1
43,57.1
44,57.1
45,57.1
46,57.1
47,57.1
48,57.1
49,57.1
50,57.1
51,57.1
52,57.1
53,57.1
54,57.1
55,57.1
56,57.1
57,57.1
58,57.1
59,57.1
60,57.1
61,57.1
62,57.1
63,57.1
64,57.1
65,57.1
66,57.1
67,57.1
68,57.1
69,57.1
70,57.1
71,57.1
72,57.1
73,57.1
74,57.1
75,57.1
76,57.1
77,57.1
78,57.1
79,57.1
80,57.1
81,57.1
82,57.1
83,57.1
84,57.1
85,57.1
86,57.1
87,57.1
88,57.1
89,57.1
90,57.1
91,57.1
92,57.1
93,57.1
94,57.1
95,57.1
96,57.1
97,57.1
98,57.1
99,57.1
100,57.1
101,57.1
102,57.1
103,57.1
104,57.1
105,57.1
106,57.1
107,57.1
108,57.1
109,57.1
110,57.1
111,57.1
112,57.1
113,57.1
114,57.1
115,57.1
116,57.1
117,57.1
118,57.1
119,57.1
120,57.1
121,57.1
122,57.1
123,57.1
124,57.1
125,57.1
126,57.1
127,57.1
128,57.1
129,57.1
130,57.1
131,57.1
132,57.1
133,57.1
134,57.1
135,57.1
136,57.1
137,57.1
138,57.1
139,57.1
140,57.1
141,57.1
142,57.1
143,57.1
144,57.1
145,57.1
146,57.1
147,57.1
148,57.1
149,57.1
150,57.1
151,57.1
152,57.1
153,57.1
154,57.1
155,57.1
156,57.1
157,57.1
158,57.1
159,57.1
160,57.1
161,57.1
162,57.1
163,57.1
164,57.1
165,57.1
166,57.1
167,57.1
168,57.1
169,57.1
170,57.1
171,57.1
172,57.1
173,57.1
174,57.1
175,57.1
176,57.1
177,57.1
178,57.1
179,57.1
180,57.1
181,57.1
182,57.1
183,57.1
184,57.1
185,57.1
186,57.1
187,57.1
188,57.1
189,57.1
190,57.1
191,57.1
192,57.1
193,57.1
194,57.1
195,57.1
196,57.1
197,57.1
198,57.1
199,57.1
200,57.1
201,57.1
202,57.1
203,57.1
204,57.1
205,57.1
206,57.1
207,57.1
208,57.1
209,57.1
210,57.1
211,57.1
212,57.1
213,57.1
214,57.1
215,57.1
216,57.1
217,57.1
218,57.1
219,57.1
220,57.1
221,57.1
222,57.1
223,57.1
224,57.1
225,57.1
